Comment,Likes
"Searched everywhere in YouTube, Spotify, and on the net; finally, hombale released ❤",5
All Indians responsibility to get this past 1000 crore only then it will set the benchmark for upcoming movie makers or eat only average movies❤,0
0:15  My god 😍😍😍😍😍😍😍😍😍,4
Harishankar and chinmayi❤️‍🔥❤️,1
വെളിച്ചം തേടി മിന്നാമിനിങ്ങിന്റെ കൂടെ പോകരുത് അത് അപകടമാണ് 😊,7
Much awaited video song ❤,0
Beautiful Song One Of My Favourite❤❤❤,1
"What a film, what a production house to produce such a wonderful picture representing our culture😊 @hombale glfilms",0
2:58 The moment when her real face was revealed,15
My favourite ❤❤❤,0
Recent favourite song ❤,1
My favourite song ❤,0
My Most Fav Song 🤍.... Anta Bgm Music  vera matri 🔥 @amirthajothi❤,0
உயிர் உங்களுடையது தேவி💎🎶🙇💫 Rukmani,0
0:01 I love the voice that the man expresses in the classical way ❤❤,5
❤❤,0
02:17 This scene is similar to 1st Kantara where village people are watching a movie while Leela signals Shiva to come alone.. 😅,87
I don't know why... It's in my loop....,0
Rukku lover here❤,0
Rishabh shetty always delivered fantastic songs 🎉🎉🎉,0
Much awaited ❤❤❤,0
😇,0
My fav song❤,0
Superb song.... Repeat Mode🎶🎵🎵 bgm 🔥 tamil version 📈📈📈absolutely mind- blowing.....❤❤❤❤,1
Favorite song of the year ❤🎉,0
🎉,0
Madan Karky..❤,0
Most awaited song💎💙💞❤️,1
Theatre-laye intha paatu vibe ah irunthuchu ❤️‍🔥🔱,34
Wow what song and Lyrics ❤,0
Nothing to say about tge tamil version 🫠🤍,1
🤍💎🌸,1
❤️‍🔥1:40 KS HARISHANKAR 😇❤,10
❤❤❤,0
Iam in Loop🔄 🎶❤️❤️,3
Magic starts from 1.27 😍😍😍😍😍,2
Eppo varunu kathutu irunthe intha oru song kaga theater 3 time poitu parthe ❤🫀🥺,12
Theatre experience of this song was 🔥😭🙌💎,4622
Everyone's favorite song 2025❤😍,23
🇰‌🇦‌🇳‌🇹‌🇦‌🇷‌🇦‌💥💥💥💥👌,7
1 number 🔥,0
"Perfect example for -
"" Never Judge the person by their face "" 💀
IYKYK",16
02:11 This portion hits different ❤🔥,41
Beautiful heart touching song❤,1
Lyrics ❤️ perfect match with music,0
"Recent Addict ❤
After watching film before 10 days..still முனுமுனுத்துக்கிட்டே இருக்கும் Song 🎉",213
I literally waiting for this song..❤,6
0:01 Dheem tha dhana dheem. I just love it ❤❤❤❤❤🎉🎉 and from 0:16 it leads to another world 🌎❤❤,13
Finally i got,0
It really make me hypnotize,1
manase uruguthu intha paatle,0
Man what a mesmerizing song!❤,10
2:43 the plot,38
❤❤❤,0
Chinmayi portion ❤,44
Everyone's Favourite Song Now 😅,2643
Super song,2
Madan karky enga irundhuya edukkura indha varthaigala....vaenghulalil ezhaindhayadi....🤤🤤,1
"After watching the film, I can’t help but wonder if the playful sword fighting scene at 1:26 was actually foreshadowing Kanakavathi testing Berme’s sword skills 😂",361
Please sumit in Hindi language ❤,0
இது போன்ற தமிழ் வரிகள் இப்போது எட்டா கனியாக உள்ளது ❤,1554
Madhan Karky ❤🤯,6
0:16 this bgm❤,1013
Madan karky 😊😊❤,6
"1000CR loading!
Tamil fans like❤🎉",446
1:26 ❤,24
Heroin ❌ Villian ✅,2
Vera level Love feel song ❤,9
❤,2
Wowww,2
Finally the wait is gone❤,55
"This song was a surprise heart stealer while watching the movie! 🩵 Music, visuals, and the weather in the song look so cozy and beautiful! 🌧",36
Chinmayi ❤❤❤,20
One of the Earliest comment,4
Felt tha bgmm❤❤❤❤,6
Thanks for uploading,5
I am the 4 viewer,1
Song 😩❤️‍🩹,6
I like name BERME ❤❤,9
Very good day today and what the music movie should be deserves 1000 cr,105
Semma 👍💯,4
We hope it will be gross 1000crs,14
"“Vaenguzhalil Ezhaindayadi” from Kantara Chapter 1 is a soul-touching masterpiece that beautifully blends divine emotion, mesmerizing visuals, and heartfelt music. The Tamil lyrics flow like poetry, perfectly matched with the serene background and powerful performances by Rishab Shetty and Rukmini. Every frame feels sacred and filled with nature’s essence — truly a song that connects the heart and soul. 🌿🎶",56
First view,1
Awaiting for this one❤❤❤,5
Beautiful Bgm song 😍👌🏻👌🏻👌🏻✨🥰,53
First like❤❤,0
🔥✨💯,2
